Basic - Area,Basic - Perimeter,Basic - Circularity,Curve - Max Dff,Curve - Duration 50% to 50%,Curve - Duration 10% to 10%,Curve - Rising duration 10% to 90%,Curve - Decaying duration 90% to 10%,Curve - dat AUC,Curve - dff AUC,Curve - Decay tau,Propagation - onset - overall,Propagation - offset - overall,Network - Temporal density,Network - Temporal density with similar size only,Network - Spatial density,cell - event average distance - landmark,cell - event minimum distance - landmark,cell - event toward landmark - landmark,cell - event away from landmark - landmark,Source,Path
2.080728,10.614708,4.309143212,2.669816931,3.93,10.48,7.86,2.62,0.284442753,7.207613861,0.973891285,0,0,3,2,6,2.584614478,2.584614478,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.314144,7.032636,2.99490781,3.100072358,2.62,5.24,2.62,2.62,0.262561291,7.115972056,0.456163167,0,0,1,1,6,8.792921699,8.792921699,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.657072,2.542878,0.783119835,4.508008672,2.62,9.17,6.55,2.62,0.601715684,16.47016282,0.534964439,0,0,3,1,5,2.564049555,2.34,0,0.153754848,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell1.xls
2.354508,7.541586,1.922274219,2.777810434,2.62,5.24,1.31,3.93,0.175444603,3.312977753,1.041067841,0,0,3,2,2,14.32569328,14.32569328,0,0,Blood_vessel,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.204632,6.008886,2.385193789,2.609287999,2.62,6.55,2.62,3.93,0.217914447,5.255047831,1.422361991,0,0,2,1,6,7.665062818,7.665062818,0,0,Blood_vessel,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
64.393056,111.738744,15.42974221,4.733594869,3.93,17.03,2.62,14.41,1.388611317,22.07757071,6.011890596,1.802369505,5.298405773,26,2,6,3.703497006,3.517791353,2.871491295,32.43326431,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
12.539124,45.135558,12.92887006,3.077897232,6.55,47.16,5.24,41.92,3.10281229,45.61801698,17.02252801,9.212946266,7.57835949,16,6,5,15.88602519,11.29277309,160.6225645,0.089690328,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
7.446816,27.906138,8.32183284,2.548106236,7.86,26.2,7.86,17.03,1.313256979,26.599854,43.97962019,7.112936346,0.712186111,10,4,6,19.00754186,16.65514623,0,101.9779029,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
6.461208,28.51758,10.01617147,2.388652144,2.62,10.48,3.93,6.55,0.469341993,6.134223577,2.532859104,1.073914832,0.52104272,17,8,4,17.17137191,17.13960151,1.98600012,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
5.639868,21.2004,6.341752761,1.249653848,2.62,3.93,1.31,2.62,0.538906336,4.171564241,0.851538518,2.658381818,0.261529412,10,6,2,22.15606784,21.80724329,0.102503232,0.051251616,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
2.573532,11.443068,4.048978966,2.580352804,6.55,7.86,3.93,3.93,0.454630822,8.105224156,2.098404861,0,0,11,3,3,19.74494163,19.74494163,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
3.230604,11.880414,3.476718746,2.87566869,2.62,5.24,1.31,3.93,0.253988057,5.578804977,1.081294438,0.452816206,0.631044664,3,1,3,12.88913124,12.88913124,0.679426658,0.278815538,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.971216,11.73159,5.55609514,1.784073454,3.93,9.17,3.93,5.24,0.469771266,4.902992163,3.393542706,0.240109091,0.083421362,10,3,5,5.635466263,5.635466263,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.09512,5.484492,2.18575379,3.075747861,1.31,2.62,1.31,2.62,0.278308839,5.144898096,1.111607576,0,0,2,1,2,15.24318151,14.57765537,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
64.393056,111.738744,15.42974221,4.733594869,3.93,17.03,2.62,14.41,1.388611317,22.07757071,6.011890596,1.802369505,5.298405773,26,2,6,3.703497006,3.517791353,2.871491295,32.43326431,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
12.539124,45.135558,12.92887006,3.077897232,6.55,47.16,5.24,41.92,3.10281229,45.61801698,17.02252801,9.212946266,7.57835949,16,6,5,15.88602519,11.29277309,160.6225645,0.089690328,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
7.446816,27.906138,8.32183284,2.548106236,7.86,26.2,7.86,17.03,1.313256979,26.599854,43.97962019,7.112936346,0.712186111,10,4,6,19.00754186,16.65514623,0,101.9779029,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
6.461208,28.51758,10.01617147,2.388652144,2.62,10.48,3.93,6.55,0.469341993,6.134223577,2.532859104,1.073914832,0.52104272,17,8,4,17.17137191,17.13960151,1.98600012,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.64268,5.242536,1.331435123,5.774683582,13.1,15.72,2.62,13.1,1.608088374,42.47159989,20.30081882,0.052928571,0.001772727,7,3,5,23.66409936,23.66294267,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
2.573532,11.443068,4.048978966,2.580352804,6.55,7.86,3.93,3.93,0.454630822,8.105224156,2.098404861,0,0,11,3,3,19.74494163,19.74494163,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
3.121092,11.241828,3.222236687,2.760792552,2.62,6.55,2.62,3.93,0.215170294,3.739077067,0.932440815,0,0,10,5,3,22.04076296,22.04076296,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
3.230604,11.880414,3.476718746,2.87566869,2.62,5.24,1.31,3.93,0.253988057,5.578804977,1.081294438,0.452816206,0.631044664,3,1,3,12.88913124,12.88913124,0.679426658,0.278815538,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
2.902068,13.413114,4.933348355,2.366871941,2.62,3.93,1.31,2.62,0.18091011,2.490397193,0.759458439,0,0,9,2,4,16.69455121,16.69455121,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.971216,11.73159,5.55609514,1.784073454,3.93,9.17,3.93,5.24,0.469771266,4.902992163,3.393542706,0.240109091,0.083421362,10,3,5,5.635466263,5.635466263,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.09512,5.484492,2.18575379,3.075747861,1.31,2.62,1.31,2.62,0.278308839,5.144898096,1.111607576,0,0,2,1,2,15.24318151,14.57765537,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
64.393056,111.738744,15.42974221,4.733594869,3.93,17.03,2.62,14.41,1.388611317,22.07757071,6.011890596,1.802369505,5.298405773,26,2,6,3.703497006,3.517791353,2.871491295,32.43326431,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
12.539124,45.135558,12.92887006,3.077897232,6.55,47.16,5.24,41.92,3.10281229,45.61801698,17.02252801,9.212946266,7.57835949,16,6,5,15.88602519,11.29277309,160.6225645,0.089690328,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
9.418032,28.744092,6.981153105,2.069220321,19.65,31.44,6.55,22.27,1.946007013,29.74649169,15.47993779,1.333760554,2.125597208,15,7,6,10.12868842,8.388173818,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
7.446816,27.906138,8.32183284,2.548106236,7.86,26.2,7.86,17.03,1.313256979,26.599854,43.97962019,7.112936346,0.712186111,10,4,6,19.00754186,16.65514623,0,101.9779029,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
6.461208,28.51758,10.01617147,2.388652144,2.62,10.48,3.93,6.55,0.469341993,6.134223577,2.532859104,1.073914832,0.52104272,17,8,4,17.17137191,17.13960151,1.98600012,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
4.161456,19.604052,7.349139997,1.572071817,6.55,26.2,14.41,10.48,1.015479803,8.694430079,3.763456631,3.396075,3.396075,10,4,4,6.142221422,6.142221422,2.709719255,0.085821758,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.64268,5.242536,1.331435123,5.774683582,13.1,15.72,2.62,13.1,1.608088374,42.47159989,20.30081882,0.052928571,0.001772727,7,3,5,23.66409936,23.66294267,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
2.573532,11.443068,4.048978966,2.580352804,6.55,7.86,3.93,3.93,0.454630822,8.105224156,2.098404861,0,0,11,3,3,19.74494163,19.74494163,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
3.121092,11.241828,3.222236687,2.760792552,2.62,6.55,2.62,3.93,0.215170294,3.739077067,0.932440815,0,0,10,5,3,22.04076296,22.04076296,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
2.902068,13.413114,4.933348355,2.366871941,2.62,3.93,1.31,2.62,0.18091011,2.490397193,0.759458439,0,0,9,2,4,16.69455121,16.69455121,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
6.461208,28.51758,10.01617147,2.388652144,2.62,10.48,3.93,6.55,0.469341993,6.134223577,2.532859104,1.073914832,0.52104272,17,8,4,17.17137191,17.13960151,1.98600012,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
8.103888,27.018108,7.168141545,4.403234233,2.62,10.48,3.93,6.55,0.394475341,9.915258203,2.042677408,0,0,11,6,2,22.71729077,22.71729077,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
7.611084,27.188226,7.728680667,3.381926018,3.93,6.55,2.62,3.93,0.311204016,6.990511181,1.962037466,0,0,11,6,1,22.00097816,22.00097816,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
5.639868,21.2004,6.341752761,1.249653848,2.62,3.93,1.31,2.62,0.538906336,4.171564241,0.851538518,2.658381818,0.261529412,10,6,2,22.15606784,21.80724329,0.102503232,0.051251616,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
4.818528,21.578076,7.689554614,2.175769408,3.93,5.24,2.62,2.62,0.242897719,3.937480931,1.725401429,0,0,12,5,4,8.95642451,8.95642451,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
3.121092,11.241828,3.222236687,2.760792552,2.62,6.55,2.62,3.93,0.215170294,3.739077067,0.932440815,0,0,10,5,3,22.04076296,22.04076296,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
37.78164,96.444738,19.59144213,2.703090586,2.62,14.41,3.93,10.48,0.741517246,8.317178804,4.036894904,23.39986753,3.386447448,12,2,4,5.985444646,3.517791353,2.612568637,339.4769678,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
6.57072,27.343134,9.054693555,3.201861103,3.93,7.86,3.93,3.93,0.649080932,7.655178395,1.664092107,0.688150797,0,6,2,6,4.019896651,3.971111683,0.471052732,0.602206488,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
3.394872,13.024206,3.976209376,2.526737321,2.62,3.93,1.31,2.62,0.34214896,3.917104149,1.002780669,0,0,6,2,6,3.51,3.51,0,0,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
1.971216,11.73159,5.55609514,1.784073454,3.93,9.17,3.93,5.24,0.469771266,4.902992163,3.393542706,0.240109091,0.083421362,10,3,5,5.635466263,5.635466263,0,0,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell2.xls
6.29694,25.897482,8.475701644,2.425471044,3.93,5.24,1.31,3.93,0.197442472,4.626277488,2.040869315,0,0,5,4,6,12.78248427,12.78248427,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
5.639868,21.2004,6.341752761,1.249653848,2.62,3.93,1.31,2.62,0.538906336,4.171564241,0.851538518,2.658381818,0.261529412,10,6,2,7.551603521,3.632656879,0.051251616,0.102503232,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
4.489992,14.72913,3.845021383,3.687931356,2.62,3.93,1.31,2.62,0.401990682,9.463509818,0.868555051,0.334014706,0.77279,6,5,4,13.12491271,12.73527668,0.142681196,0.227971561,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
4.92804,11.681046,2.203329149,1.749849067,2.62,5.24,2.62,2.62,0.130065382,2.641377384,1.257989149,0,0,5,5,3,12.92307239,12.92307239,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
5.913648,23.89842,7.685516235,2.81026225,3.93,3.93,1.31,2.62,0.29064545,9.130121758,0.819295492,0,0,2,1,6,6.278878881,6.278878881,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
6.29694,25.897482,8.475701644,2.425471044,3.93,5.24,1.31,3.93,0.197442472,4.626277488,2.040869315,0,0,5,4,6,12.78248427,12.78248427,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
4.489992,14.72913,3.845021383,3.687931356,2.62,3.93,1.31,2.62,0.401990682,9.463509818,0.868555051,0.334014706,0.77279,6,5,4,13.12491271,12.73527668,0.142681196,0.227971561,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
2.135484,11.108214,4.598141056,3.304468265,2.62,3.93,1.31,2.62,0.220022663,5.033408939,0.958516082,0,0.207430195,1,1,6,2.728885487,2.728885487,0,0,DCX,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
8.103888,27.018108,7.168141545,4.403234233,2.62,10.48,3.93,6.55,0.394475341,9.915258203,2.042677408,0,0,11,6,2,3.042,3.042,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
7.611084,27.188226,7.728680667,3.381926018,3.93,6.55,2.62,3.93,0.311204016,6.990511181,1.962037466,0,0,11,6,1,3.780385695,3.780385695,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
5.639868,21.2004,6.341752761,1.249653848,2.62,3.93,1.31,2.62,0.538906336,4.171564241,0.851538518,2.658381818,0.261529412,10,6,2,7.551603521,3.632656879,0.051251616,0.102503232,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
1.3689,5.149638,1.5416004,2.236342948,2.62,10.48,7.86,2.62,0.719117701,8.992219962,1.345372781,0.325928571,0,5,1,5,4.288927971,3.92255478,0.562477569,0.01184159,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
6.29694,25.897482,8.475701644,2.425471044,3.93,5.24,1.31,3.93,0.197442472,4.626277488,2.040869315,0,0,5,4,6,12.78248427,12.78248427,0,0,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
4.92804,11.681046,2.203329149,1.749849067,2.62,5.24,2.62,2.62,0.130065382,2.641377384,1.257989149,0,0,5,5,3,12.92307239,12.92307239,0,0,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
2.025972,6.223698,1.521436106,1.6704117,3.93,5.24,1.31,3.93,0.42348969,2.929821995,1.816860977,0,0,3,2,5,8.371838508,8.371838508,0,0,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_16_50_12_GFAP_GcaMP6f_P2_mcherry_slice1\processed\cell3.xls
4.95292,12.677826,2.582369576,7.08759144,22.27,43.23,7.86,35.37,1.519743085,113.4900297,27.49713432,0.56012643,1.318463945,6,1,2,4.303133458,3.836306557,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
3.962336,14.444332,4.190190422,6.211585369,6.55,6.55,5.24,1.31,0.232878521,17.73242603,0.443961979,0,2.4092,5,1,1,14.92114191,14.18056952,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
1.910412,8.891848,3.293420306,4.688992695,10.48,13.1,10.48,1.31,0.413510829,30.1346368,2.173520358,0.715182353,0,4,2,4,4.713532009,4.713532009,0,2.198783689,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
1.698144,8.020698,3.014671184,5.243421251,10.48,14.41,5.24,9.17,0.735174656,43.95196851,6.090712741,0,0,5,2,4,14.61728072,14.55241245,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
1.273608,4.637444,1.343729075,3.769552762,2.62,10.48,3.93,6.55,0.263004541,10.49685081,2.791828245,0,0,1,1,7,2.806054766,2.452398826,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
1.485876,4.437146,1.054423329,4.782532824,3.93,5.24,1.31,3.93,0.19939357,10.54147602,2.423192866,0,0,4,2,5,18.129027,18.129027,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
1.41512,4.159974,0.973146219,4.793581588,2.62,3.93,1.31,2.62,0.096816465,6.772929587,1.006686575,0,0,4,3,5,4.854044499,4.854044499,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
0.849072,3.093048,0.896641707,4.801646895,2.62,6.55,5.24,1.31,0.172908857,10.40223876,0.443961979,0,0,4,2,1,5.226070799,5.226070799,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
0.636804,2.166836,0.586727492,3.99367611,2.62,13.1,7.86,5.24,0.324594259,13.43761032,1.623883215,0,0,4,1,2,18.02922805,18.02922805,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
0.70756,2.516626,0.712302094,3.800407277,3.93,5.24,1.31,3.93,0.177902624,8.296000887,1.457647878,0,0,2,2,3,2.738637618,2.738637618,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
0.849072,3.037986,0.865002082,4.284955756,2.62,5.24,1.31,3.93,0.113920085,6.593641366,1.277317878,0,0,2,2,3,2.66,2.66,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
6.792576,21.624736,5.478444396,5.055294717,2.62,5.24,2.62,2.62,0.2128589,9.26810264,1.017908402,1.573833333,0.063785714,3,3,2,59.27618194,57.12562889,0,0,Iba1,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
24.835356,47.32406,7.176021626,6.410025417,3.93,10.48,1.31,9.17,0.641751409,13.94922441,2.60127841,0.017171663,0.056156612,8,3,2,28.51539851,28.51539851,0,0,GFAP,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2022_01_27\20220127_17_15_09_GFAP_GCAMP6f_P2mcherry_slice1\processed\cell1.xls
